Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls2,Ast3,G+A,G-PK,G+A-PK
610,Renato Tapia,pe PER,DF,nl Feyenoord,22,1995,4,4,330,0,0,0,0,0,0,0,0,0,0,0
611,Serdar Tasci,de GER,DF,ru Spartak Moscow,30,1987,5,5,450,0,0,0,0,1,0,0,0,0,0,0
612,Marcos Tavares,br BRA,"FW,MF",si NK Maribor,33,1984,6,5,479,1,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38
613,Alex Telles,br BRA,DF,pt Porto,24,1992,7,7,630,1,2,0,0,0,0,0.14,0.29,0.43,0.14,0.43
614,_ukasz Teodorczyk,pl POL,FW,be Anderlecht,26,1991,6,4,388,0,1,0,0,1,0,0,0.23,0.23,0,0.23
615,Marc-André ter Stegen,de GER,GK,es Barcelona,25,1992,9,9,810,0,0,0,0,0,0,0,0,0,0,0
616,Youri Tielemans,be BEL,MF,fr Monaco,20,1997,4,4,311,1,0,0,0,1,0,0.29,0,0.29,0.29,0.29
617,Kieran Tierney,sco SCO,DF,sco Celtic,20,1997,6,6,540,0,1,0,0,0,0,0,0.17,0.17,0,0.17
618,Corentin Tolisso,fr FRA,MF,de Bayern Munich,22,1994,8,6,495,3,2,0,0,2,0,0.55,0.36,0.91,0.55,0.91
619,Jeremy Toljan,de GER,DF,de Dortmund,22,1994,4,3,271,0,0,0,0,3,0,0,0,0,0,0
620,Jens Toornstra,nl NED,MF,nl Feyenoord,28,1989,5,3,322,0,0,0,1,1,0,0,0,0,0,0
621,Ömer Toprak,tr TUR,DF,de Dortmund,28,1989,6,4,338,0,0,0,0,1,0,0,0,0,0,0
622,Fernando Torres,es ESP,FW,es Atlético Madrid,33,1984,5,2,207,0,1,0,0,1,0,0,0.43,0.43,0,0.43
623,Óliver Torres,es ESP,MF,pt Porto,22,1994,3,2,168,0,0,0,0,0,0,0,0,0,0,0
624,Du_ko To_i_,rs SRB,DF,tr Be_ikta_,32,1985,7,6,508,0,0,0,0,2,0,0,0,0,0,0
625,Cenk Tosun,tr TUR,FW,tr Be_ikta_,26,1991,6,5,449,4,1,1,1,0,0,0.8,0.2,1,0.6,0.8
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
626,Almamy Touré,ml MLI,DF,fr Monaco,21,1996,3,3,270,0,0,0,0,0,0,0,0,0,0,0
627,Yaya Touré,ci CIV,MF,eng Manchester City,34,1983,3,3,255,0,0,0,0,0,0,0,0,0,0,0
628,Adrien Trebel,fr FRA,MF,be Anderlecht,26,1991,6,6,540,0,0,0,0,1,0,0,0,0,0,0
629,Kieran Trippier,eng ENG,"DF,MF",eng Tottenham,26,1990,3,3,270,0,3,0,0,0,0,0,1,1,0,1
630,Axel Tuanzebe,eng ENG,DF,eng Manchester Utd,19,1997,1,0,18,0,0,0,0,0,0,0,0,0,0,0
631,Sven Ulreich,de GER,GK,de Bayern Munich,28,1988,11,11,990,0,0,0,0,1,0,0,0,0,0,0
632,Samuel Umtiti,fr FRA,DF,es Barcelona,23,1993,9,9,810,0,0,0,0,0,0,0,0,0,0,0
633,Cengiz Ünder,tr TUR,"MF,FW",it Roma,20,1997,5,3,237,1,1,0,0,0,0,0.38,0.38,0.76,0.38,0.76
634,Dayot Upamecano,fr FRA,DF,de RB Leipzig,18,1998,5,5,450,0,0,0,0,0,0,0,0,0,0,0
635,Necip Uysal,tr TUR,DF,tr Be_ikta_,26,1991,4,2,174,0,0,0,0,0,0,0,0,0,0,0
636,Tomá_ Vaclík,cz CZE,GK,ch Basel,28,1989,8,8,720,0,0,0,0,0,0,0,0,0,0,0
637,Antonio Valencia,ec ECU,"DF,MF",eng Manchester Utd,31,1985,4,4,329,0,0,0,0,1,0,0,0,0,0,0
638,Jesús Vallejo,es ESP,DF,es Real Madrid,20,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0
639,Raphaël Varane,fr FRA,DF,es Real Madrid,24,1993,11,11,938,0,1,0,0,1,0,0,0.1,0.1,0,0.1
640,Bruno Varela,pt POR,GK,pt Benfica,22,1994,2,2,180,0,0,0,0,0,0,0,0,0,0,0
641,Viktor Vasin,ru RUS,DF,ru CSKA Moscow,28,1988,6,6,540,0,0,0,0,0,0,0,0,0,0,0
642,Franco Vázquez,ar ARG,MF,es Sevilla,28,1989,7,5,494,0,1,0,0,0,0,0,0.18,0.18,0,0.18
643,Lucas Vázquez,es ESP,"MF,FW",es Real Madrid,26,1991,10,5,543,1,2,0,0,1,0,0.17,0.33,0.5,0.17,0.5
644,Dylan Vente,nl NED,FW,nl Feyenoord,18,1999,1,0,18,0,0,0,0,0,0,0,0,0,0,0
645,Thomas Vermaelen,be BEL,DF,es Barcelona,31,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,0
646,Kenneth Vermeer,nl NED,GK,nl Feyenoord,31,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0
647,Marco Verratti,it ITA,MF,fr Paris S-G,24,1992,8,8,640,2,2,0,0,1,2,0.28,0.28,0.56,0.28,0.56
648,Jan Vertonghen,be BEL,DF,eng Tottenham,30,1987,6,6,540,0,1,0,0,1,2,0,0.17,0.17,0,0.17
649,Domagoj Vida,hr CRO,DF,tr Be_ikta_,28,1989,1,1,16,0,0,0,0,0,1,0,0,0,0,0
650,Aleix Vidal,es ESP,FW,es Barcelona,27,1989,4,1,112,0,0,0,0,1,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
651,Arturo Vidal,cl CHI,MF,de Bayern Munich,30,1987,8,6,475,0,0,0,0,1,0,0,0,0,0,0
652,Luciano Vietto,ar ARG,FW,es Atlético Madrid,23,1993,2,1,69,0,0,0,0,0,0,0,0,0,0,0
653,Mitja Viler,si SVN,DF,si NK Maribor,30,1986,6,6,540,0,0,0,0,0,0,0,0,0,0,0
654,Tonny Vilhena,nl NED,MF,nl Feyenoord,22,1995,6,6,533,0,2,0,0,2,2,0,0.34,0.34,0,0.34
655,Vinicius,br BRA,MF,cy APOEL FC,31,1986,6,6,465,0,0,0,0,1,0,0,0,0,0,0
656,Vitinho,br BRA,FW,ru CSKA Moscow,23,1993,6,6,469,1,1,1,1,1,0,0.19,0.19,0.38,0,0.19
657,Michel Vorm,nl NED,GK,eng Tottenham,33,1983,1,1,90,0,0,0,0,0,0,0,0,0,0,0
658,Praxitelis Vouros,gr GRE,DF,cy APOEL FC,22,1995,6,6,540,0,0,0,0,1,0,0,0,0,0,0
659,Bla_ Vrhovec,si SVN,MF,si NK Maribor,25,1992,5,5,395,0,0,0,0,2,0,0,0,0,0,0
660,_ime Vrsaljko,hr CRO,DF,es Atlético Madrid,25,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0
661,Dare Vr_i_,si SVN,MF,si NK Maribor,32,1984,2,0,55,0,0,0,0,0,0,0,0,0,0,0
662,Sandro Wagner,de GER,FW,de Bayern Munich,29,1987,3,0,51,1,0,0,0,1,0,1.76,0,1.76,1.76,1.76
663,Kyle Walker,eng ENG,DF,eng Manchester City,27,1990,7,7,630,0,1,0,0,1,0,0,0.14,0.14,0,0.14
664,Kyle Walker-Peters,eng ENG,DF,eng Tottenham,20,1997,1,0,20,0,0,0,0,0,0,0,0,0,0,0
665,Victor Wanyama,ke KEN,MF,eng Tottenham,26,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0
666,Boy Waterman,nl NED,GK,cy APOEL FC,33,1984,3,3,225,0,0,0,0,1,0,0,0,0,0,0
667,Julian Weigl,de GER,MF,de Dortmund,21,1995,5,3,325,0,0,0,0,2,0,0,0,0,0,0
668,Pontus Wernbloom,se SWE,"MF,FW",ru CSKA Moscow,31,1986,5,5,450,1,0,0,0,3,0,0.2,0,0.2,0.2,0.2
669,Timo Werner,de GER,FW,de RB Leipzig,21,1996,6,4,329,3,0,1,1,0,0,0.82,0,0.82,0.55,0.55
670,Georginio Wijnaldum,nl NED,MF,eng Liverpool,26,1990,12,9,850,1,2,0,0,0,0,0.11,0.21,0.32,0.11,0.32
671,Willian,br BRA,"MF,FW",eng Chelsea,28,1988,8,4,429,3,1,0,0,1,0,0.63,0.21,0.84,0.63,0.84
672,Harry Winks,eng ENG,MF,eng Tottenham,21,1996,5,5,426,0,0,0,0,1,0,0,0,0,0,0
673,Ricky van Wolfswinkel,nl NED,FW,ch Basel,28,1989,3,2,172,1,0,1,1,0,0,0.52,0,0.52,0,0
674,Taulant Xhaka,al ALB,"MF,DF",ch Basel,26,1991,6,6,523,1,1,0,0,5,0,0.17,0.17,0.34,0.17,0.34
675,Andriy Yarmolenko,ua UKR,"FW,MF",de Dortmund,27,1989,6,4,377,1,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
676,Andrey Yeshchenko,ru RUS,"DF,MF",ru Spartak Moscow,33,1984,5,5,440,0,1,0,0,0,0,0,0.2,0.2,0,0.2
677,Ashley Young,eng ENG,"DF,MF",eng Manchester Utd,32,1985,4,4,337,0,1,0,0,1,0,0,0.27,0.27,0,0.27
678,Elvin Yunuszade,az AZE,DF,az Qaraba_ FK,24,1992,3,1,126,0,0,0,0,1,0,0,0,0,0,0
679,Dan-Axel Zagadou,fr FRA,DF,de Dortmund,18,1999,2,1,88,0,0,0,0,0,0,0,0,0,0,0
680,Ghayas Zahid,no NOR,MF,cy APOEL FC,22,1994,6,5,467,0,0,0,0,0,0,0,0,0,0,0
681,Davide Zappacosta,it ITA,MF,eng Chelsea,25,1992,5,4,353,1,0,0,0,1,0,0.25,0,0.25,0.25,0.25
682,Sa_a Zdjelar,rs SRB,MF,gr Olympiacos,22,1995,3,2,211,0,0,0,0,0,0,0,0,0,0,0
683,Tolga Zengin,tr TUR,GK,tr Be_ikta_,33,1983,2,2,180,0,0,0,0,0,0,0,0,0,0,0
684,Timur Zhamaletdinov,ru RUS,FW,ru CSKA Moscow,20,1997,5,1,131,1,0,0,0,0,0,0.69,0,0.69,0.69,0.69
685,Piotr Zieli_ski,pl POL,"MF,FW",it Napoli,23,1994,5,4,353,2,0,0,0,0,0,0.51,0,0.51,0.51,0.51
686,Oleksandr Zinchenko,ua UKR,DF,eng Manchester City,20,1996,1,1,90,0,0,0,0,0,0,0,0,0,0,0
687,Andrija _ivkovi_,rs SRB,"MF,FW",pt Benfica,21,1996,5,3,292,0,1,0,0,1,0,0,0.31,0.31,0,0.31
688,Roman Zobnin,ru RUS,MF,ru Spartak Moscow,23,1994,2,1,107,0,0,0,0,0,0,0,0,0,0,0
689,Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar,20,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0
690,Luca Zuffi,ch SUI,MF,ch Basel,27,1990,7,7,630,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14
691,Uro_ _ur_evi_,rs SRB,FW,gr Olympiacos,23,1994,5,2,207,0,0,0,0,1,0,0,0,0,0,0
692,Bruno Costa,,,pt Porto,,,1,1,90,0,0,0,0,0,0,0,0,0,0,0
