Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Ashley Barnes,FW,90.0,1,0,0.8,0.8,0.1,7,3,2,2,0,0,0,0,0,2017,17.0,Forward,PL
Jeff Hendrick,FW,80.0,0,1,0.5,0.5,0.1,2,1,0,1,2,1,0,0,0,2017,9.0,Forward,PL
Tammy Abraham,FW,82.0,0,0,0.1,0.1,0.1,2,0,1,1,0,0,0,0,0,2017,1.0,Forward,PL
Jordan Ayew,LW,45.0,0,0,0.0,0.0,0.0,0,0,0,2,2,0,0,0,0,2017,1.0,Forward,PL
Callum Wilson,FW,90.0,3,0,0.8,0.8,0.0,4,3,3,3,0,0,0,0,0,2017,34.5,Forward,PL
Joshua King,FW,86.0,0,1,0.0,0.0,0.1,1,0,1,1,0,0,0,0,0,2017,5.5,Forward,PL
Dan Gosling,FW,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2017,1.5,Forward,PL
Andros Townsend,FW,90.0,0,0,0.0,0.0,0.0,2,0,0,3,7,0,2,0,0,2017,3.0,Forward,PL
Wilfried Zaha,FW,90.0,1,0,0.7,0.7,0.2,2,1,1,3,1,0,0,0,0,2017,12.5,Forward,PL
James McArthur,RW,75.0,1,0,0.4,0.4,0.0,2,2,0,2,0,1,1,0,0,2017,16.0,Forward,PL
Christian Benteke,FW,15.0,0,0,0.2,0.2,0.0,2,1,0,0,0,0,0,0,0,2017,3.5,Forward,PL
Oumar Niasse,FW,90.0,1,0,0.5,0.5,0.0,2,2,4,2,0,0,0,1,0,2017,9.0,Forward,PL
Aaron Lennon,RW,76.0,0,0,0.0,0.0,0.0,0,0,0,1,2,1,1,0,0,2017,2.0,Forward,PL
Dominic Calvert-Lewin,FW,45.0,0,0,0.3,0.3,0.0,2,2,5,1,1,3,1,0,0,2017,2.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2017,1.0,Forward,PL
Demarai Gray,LW,90.0,0,0,0.0,0.0,0.0,0,0,0,2,2,0,1,0,0,2017,1.5,Forward,PL
Riyad Mahrez,RW,83.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,2,0,0,2017,1.5,Forward,PL
Kelechi Iheanacho,LW,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Gabriel Jesus,FW,90.0,1,0,1.7,1.7,0.0,3,3,1,3,0,0,1,0,0,2017,16.5,Forward,PL
Raheem Sterling,RW,84.0,0,0,0.0,0.0,0.2,1,0,1,1,0,1,0,0,0,2017,1.0,Forward,PL
Bernardo Silva,RW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Jay Rodriguez,FW,70.0,0,0,0.1,0.1,0.0,2,1,2,0,0,1,0,0,0,2017,2.0,Forward,PL
Roberto Firmino,FW,90.0,0,0,0.4,0.4,0.1,4,2,3,1,0,3,0,0,0,2017,4.5,Forward,PL
Sadio Mané,LW,74.0,0,0,0.1,0.1,0.2,2,0,3,1,3,1,0,0,0,2017,-0.5,Forward,PL
Alex Oxlade-Chamberlain,RW,16.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,2017,2.0,Forward,PL
Mohamed Salah,RW,80.0,2,0,0.6,0.6,0.1,5,2,1,1,4,0,0,0,0,2017,25.5,Forward,PL
Nathan Redmond,LW,90.0,0,0,0.0,0.0,0.0,0,0,0,2,1,3,1,0,0,2017,3.0,Forward,PL
Shane Long,FW,79.0,0,0,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,2017,1.5,Forward,PL
Anthony Martial,LW,77.0,1,0,0.5,0.5,0.0,3,1,0,1,3,3,0,0,0,2017,15.5,Forward,PL
Marcus Rashford,RW,90.0,0,1,0.1,0.1,0.8,3,0,1,1,7,0,0,0,0,2017,6.5,Forward,PL
Dwight Gayle,FW,77.0,1,0,0.6,0.6,0.0,2,1,1,1,0,0,1,0,0,2017,13.0,Forward,PL
Andre Gray,FW,90.0,0,1,0.3,0.3,0.2,4,0,2,0,0,0,0,0,0,2017,6.0,Forward,PL
Richarlison,LW,90.0,1,0,0.3,0.3,0.0,4,2,2,4,2,1,2,0,0,2017,15.5,Forward,PL
Will Hughes,RW,84.0,1,1,0.4,0.4,0.4,3,2,1,2,4,1,2,0,0,2017,21.0,Forward,PL
Roberto Pereyra,RW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Andy Carroll,FW,65.0,0,0,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,2017,-2.0,Forward,PL
Glenn Murray,FW,90.0,0,0,0.0,0.0,0.0,0,0,3,3,4,0,0,1,0,2017,-4.0,Forward,PL
Andy Carroll,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2017,0.0,Forward,PL
Arthur Masuaku,LW,90.0,0,0,0.0,0.0,0.0,1,1,0,2,8,0,2,0,0,2017,4.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,2017,0.5,Forward,PL
Jordan Ayew,FW,84.0,0,0,0.1,0.1,0.0,1,0,2,0,1,1,0,0,0,2017,0.0,Forward,PL
Tammy Abraham,FW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Callum Wilson,FW,79.0,0,0,0.1,0.1,0.0,2,0,2,3,0,0,0,0,0,2017,0.0,Forward,PL
Joshua King,FW,90.0,0,0,0.1,0.1,0.1,1,1,3,0,2,2,1,1,0,2017,-0.5,Forward,PL
Dwight Gayle,FW,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,2017,1.5,Forward,PL
Ayoze Pérez,LW,13.0,0,0,0.2,0.2,0.0,1,0,0,2,0,0,0,0,0,2017,1.5,Forward,PL
Matt Ritchie,RW,90.0,0,0,0.1,0.1,0.0,2,0,2,1,12,0,0,0,0,2017,0.0,Forward,PL
Andre Gray,FW,90.0,1,0,0.9,0.9,0.0,5,2,1,0,2,0,0,0,0,2017,15.5,Forward,PL
Anthony Martial,LW,71.0,0,0,0.0,0.0,0.1,0,0,1,1,2,0,0,0,0,2017,0.0,Forward,PL
Henrikh Mkhitaryan,LW,19.0,0,0,0.0,0.0,0.1,0,0,0,0,1,0,0,0,0,2017,1.0,Forward,PL
Marcus Rashford,FW,80.0,0,0,0.0,0.0,0.2,1,0,0,0,13,0,1,0,0,2017,2.0,Forward,PL
Juan Mata,RW,62.0,0,0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,2017,3.0,Forward,PL
Glenn Murray,FW,74.0,0,0,0.0,0.0,0.0,0,0,2,2,0,1,0,1,0,2017,-2.5,Forward,PL
Son Heung-min,FW,90.0,0,0,0.1,0.1,0.1,4,1,0,3,6,0,1,0,0,2017,5.0,Forward,PL
Harry Kane,FW,90.0,1,0,0.8,0.8,0.0,8,4,2,2,0,0,0,0,0,2017,19.0,Forward,PL
Jay Rodriguez,FW,67.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.0,0.0,0.4,0,0,0,2,4,4,0,0,0,2017,3.0,Forward,PL
Andros Townsend,FW,90.0,0,1,0.0,0.0,0.0,0,0,0,0,5,1,0,0,0,2017,6.5,Forward,PL
Christian Benteke,FW,45.0,0,0,0.1,0.1,0.2,2,1,0,1,0,0,0,0,0,2017,3.5,Forward,PL
Alex Oxlade-Chamberlain,LW,89.0,0,1,0.0,0.0,0.3,0,0,1,2,1,1,3,0,0,2017,7.0,Forward,PL
Sadio Mané,RW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Mohamed Salah,RW,90.0,1,0,0.6,0.6,0.2,7,2,1,1,1,0,0,0,0,2017,16.5,Forward,PL
Adam Lallana,LW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Willian,RW,7.0,1,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,2017,13.0,Forward,PL
Shane Long,FW,10.0,0,0,0.0,0.0,0.0,1,1,2,0,1,0,0,0,0,2017,1.0,Forward,PL
Sofiane Boufal,LW,86.0,0,0,0.1,0.1,0.1,1,0,0,2,3,0,0,0,0,2017,1.5,Forward,PL
James Ward-Prowse,RW,90.0,0,1,0.0,0.0,0.3,1,0,0,0,18,1,0,0,0,2017,7.0,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,1,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0,2017,3.0,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,6,0,0,0,0,0,2017,0.0,Forward,PL
Chris Wood,FW,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Alexandre Lacazette,FW,79.0,0,0,0.1,0.1,0.2,2,1,2,0,1,0,0,0,0,2017,1.5,Forward,PL
Danny Welbeck,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Sergio Agüero,FW,86.0,1,0,1.3,0.5,0.1,3,2,0,0,1,0,1,0,0,2017,16.0,Forward,PL
İlkay Gündoğan,FW,4.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2017,1.0,Forward,PL
Raheem Sterling,RW,90.0,1,0,0.7,0.7,0.0,3,2,2,4,3,1,0,0,0,2017,14.0,Forward,PL
Gabriel Jesus,FW,10.0,0,0,0.3,0.3,0.0,1,1,0,0,0,1,0,0,0,2017,3.5,Forward,PL
Glenn Murray,FW,85.0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2017,1.5,Forward,PL
Solly March,LW,19.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2017,1.0,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.5,0.5,0.0,3,1,1,3,2,0,0,0,0,2017,3.0,Forward,PL
Christian Benteke,FW,90.0,0,0,0.2,0.2,0.0,1,1,1,2,0,0,0,0,0,2017,2.0,Forward,PL
Jamie Vardy,FW,88.0,1,0,0.1,0.1,0.0,1,1,2,0,2,0,0,0,0,2017,11.0,Forward,PL
Harry Kane,FW,90.0,1,0,0.3,0.3,0.5,6,1,3,0,1,1,0,0,0,2017,13.0,Forward,PL
Richarlison,FW,90.0,0,0,0.4,0.4,0.0,4,0,2,2,4,0,0,0,0,2017,1.0,Forward,PL
Andre Gray,FW,72.0,0,0,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,2017,1.0,Forward,PL
Troy Deeney,FW,18.0,1,0,0.8,0.0,0.0,1,1,1,0,0,0,0,0,0,2017,12.0,Forward,PL
Roberto Pereyra,FW,32.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2017,1.0,Forward,PL
Anthony Martial,LW,65.0,1,0,0.3,0.3,0.0,2,1,0,2,0,0,0,0,0,2017,13.5,Forward,PL
Marcus Rashford,LW,25.0,0,0,0.0,0.0,0.3,1,0,1,0,0,1,0,0,0,2017,1.0,Forward,PL
Jesse Lingard,RW,88.0,1,1,0.5,0.5,0.4,4,2,0,1,7,0,0,0,0,2017,21.0,Forward,PL
Ayoze Pérez,FW,90.0,0,0,0.0,0.0,0.0,1,1,2,1,0,0,1,0,0,2017,1.5,Forward,PL
Matt Ritchie,RW,90.0,0,1,0.1,0.1,0.5,4,0,1,1,12,2,0,0,0,2017,8.0,Forward,PL
Alexandre Lacazette,FW,45.0,1,0,0.3,0.3,0.0,2,1,0,0,0,1,0,0,0,2017,14.0,Forward,PL
Olivier Giroud,FW,45.0,2,0,1.8,1.8,0.0,6,2,0,0,0,0,0,0,0,2017,27.0,Forward,PL
Danny Welbeck,LW,17.0,0,0,0.1,0.1,0.0,1,0,0,0,0,1,0,0,0,2017,2.0,Forward,PL
Mesut Özil,RW,90.0,1,2,0.4,0.4,0.7,2,1,1,1,6,0,0,0,0,2017,22.5,Forward,PL
Callum Wilson,FW,90.0,0,0,0.1,0.1,0.0,2,1,2,1,3,1,0,0,0,2017,2.0,Forward,PL
Joshua King,FW,90.0,1,0,0.5,0.5,0.0,2,1,3,0,1,0,0,0,0,2017,10.5,Forward,PL
Jordon Ibe,RW,69.0,0,0,0.1,0.1,0.0,2,0,0,0,6,0,0,0,0,2017,2.0,Forward,PL
Ryan Fraser,RW,21.0,0,0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,2017,1.5,Forward,PL
Chris Wood,FW,90.0,1,0,0.8,0.8,0.2,3,2,2,1,1,1,0,0,0,2017,14.0,Forward,PL
Jordan Ayew,FW,84.0,0,0,0.0,0.0,0.0,1,1,1,4,1,5,1,0,0,2017,5.0,Forward,PL
Oliver McBurnie,FW,25.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Sergio Agüero,FW,90.0,0,0,0.3,0.3,0.4,3,0,2,1,1,0,1,0,0,2017,1.0,Forward,PL
Gabriel Jesus,LW,74.0,0,0,0.5,0.5,0.0,4,3,0,1,0,2,1,0,0,2017,9.0,Forward,PL
Raheem Sterling,RW,90.0,1,0,0.1,0.1,0.0,2,2,1,2,2,1,0,0,0,2017,14.5,Forward,PL
Bernardo Silva,RW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2017,1.0,Forward,PL
Shane Long,FW,83.0,0,0,0.1,0.1,0.0,1,0,2,6,0,0,1,1,0,2017,-2.0,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.1,0.1,0.0,1,0,4,2,0,0,0,0,0,2017,-2.5,Forward,PL
Xherdan Shaqiri,RW,90.0,0,0,0.2,0.2,0.0,2,0,1,2,6,0,1,0,0,2017,1.5,Forward,PL
Dominic Solanke,FW,67.0,0,1,0.3,0.3,0.8,1,1,1,0,0,0,0,0,0,2017,7.0,Forward,PL
Mohamed Salah,RW,23.0,2,0,0.7,0.7,0.0,2,2,0,0,2,0,0,0,0,2017,25.0,Forward,PL
Sadio Mané,LW,89.0,1,1,0.9,0.9,0.2,3,1,2,2,0,0,0,1,0,2017,15.0,Forward,PL
Jordan Henderson,LW,1.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Roberto Firmino,FW,90.0,0,0,0.0,0.0,0.3,2,1,1,0,1,0,0,0,0,2017,2.5,Forward,PL
Alex Oxlade-Chamberlain,RW,67.0,0,0,0.0,0.0,0.0,1,1,0,1,5,0,2,1,0,2017,2.0,Forward,PL
Willian,FW,12.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,1,0,0,2017,1.5,Forward,PL
Dwight Gayle,FW,90.0,1,0,0.3,0.3,0.0,1,1,0,0,0,0,0,0,0,2017,13.0,Forward,PL
Ayoze Pérez,LW,62.0,0,0,0.0,0.0,0.0,1,0,2,2,0,0,3,0,0,2017,1.0,Forward,PL
Isaac Hayden,LW,28.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,2017,1.5,Forward,PL
DeAndre Yedlin,RW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Tammy Abraham,FW,90.0,0,0,0.0,0.0,0.1,0,0,0,1,1,1,0,0,0,2017,1.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,1,1,0.4,0.4,0.5,2,2,3,0,0,0,0,0,0,2017,17.0,Forward,PL
Gylfi Sigurðsson,LW,90.0,1,0,0.3,0.3,0.0,1,1,1,0,4,0,2,0,0,2017,13.0,Forward,PL
Aaron Lennon,RW,71.0,0,0,0.0,0.0,0.3,0,0,1,1,1,2,1,0,0,2017,1.5,Forward,PL
Jay Rodriguez,FW,90.0,0,0,0.4,0.4,0.2,4,2,1,1,1,1,1,0,0,2017,6.0,Forward,PL
Christian Benteke,FW,90.0,0,0,0.4,0.4,0.0,4,1,1,2,0,0,0,0,0,2017,3.5,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.2,0.2,0.0,3,0,1,2,3,1,1,0,0,2017,2.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.0,0.0,0.0,0,0,0,2,1,0,2,0,0,2017,2.0,Forward,PL
Richarlison,LW,90.0,0,0,0.3,0.3,0.1,3,0,0,2,3,0,0,1,0,2017,0.5,Forward,PL
Roberto Pereyra,RW,67.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,0,0,0,2017,1.0,Forward,PL
Son Heung-min,LW,77.0,1,0,0.8,0.8,0.0,1,1,1,1,0,0,1,0,0,2017,12.5,Forward,PL
Érik Lamela,LW,13.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,2017,0.5,Forward,PL
Harry Kane,FW,90.0,0,0,0.1,0.1,0.0,2,0,0,4,0,0,0,0,0,2017,2.0,Forward,PL
Christian Eriksen,RW,64.0,0,1,0.0,0.0,0.8,1,1,0,2,1,0,2,0,0,2017,9.0,Forward,PL
Moussa Sissoko,RW,26.0,0,0,0.1,0.1,0.0,1,0,0,0,1,0,0,0,0,2017,1.5,Forward,PL
Glenn Murray,FW,90.0,1,0,1.4,0.6,0.0,3,1,1,1,0,0,0,0,0,2017,13.0,Forward,PL
Pascal Groß,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,5,0,1,0,0,2017,0.5,Forward,PL
Roberto Firmino,FW,88.0,2,0,0.9,0.9,0.0,3,2,2,0,0,0,3,0,0,2017,25.0,Forward,PL
Dominic Solanke,FW,2.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Mohamed Salah,FW,80.0,0,1,0.2,0.2,0.4,2,1,0,1,1,0,0,0,0,2017,8.5,Forward,PL
Alex Oxlade-Chamberlain,FW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2017,1.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,2,0,1,1,0,0,0,0,0,2017,1.0,Forward,PL
Marc Albrighton,LW,90.0,0,0,0.0,0.0,0.0,1,1,0,1,11,1,0,0,0,2017,3.5,Forward,PL
Demarai Gray,FW,88.0,1,0,0.7,0.7,0.0,5,2,0,1,4,1,1,0,0,2017,17.5,Forward,PL
Riyad Mahrez,RW,90.0,0,0,0.3,0.3,0.1,4,2,0,1,7,0,0,0,0,2017,6.0,Forward,PL
Chris Wood,FW,74.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,0,0,0,2017,1.5,Forward,PL
Jóhann Berg Guðmundsson,RW,90.0,0,0,0.2,0.2,0.0,2,2,1,0,9,1,0,0,0,2017,4.5,Forward,PL
Alexandre Lacazette,FW,90.0,1,0,2.1,2.1,0.1,7,4,1,1,1,1,0,0,0,2017,20.0,Forward,PL
Danny Welbeck,FW,20.0,0,0,0.1,0.1,0.0,2,1,0,0,0,0,0,0,0,2017,3.5,Forward,PL
Olivier Giroud,FW,14.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,2017,1.0,Forward,PL
Anthony Martial,LW,67.0,0,1,0.3,0.3,0.8,1,0,0,0,0,0,1,0,0,2017,7.0,Forward,PL
Jesse Lingard,RW,76.0,2,0,1.7,1.7,0.0,3,3,1,2,0,0,0,0,0,2017,26.0,Forward,PL
Callum Wilson,FW,21.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2017,1.5,Forward,PL
Sergio Agüero,FW,85.0,0,0,0.1,0.1,0.0,2,0,0,1,2,1,0,0,0,2017,2.5,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.9,0.9,0.1,4,0,1,0,3,0,0,0,0,2017,2.0,Forward,PL
Gabriel Jesus,FW,45.0,0,1,0.4,0.4,0.5,3,1,0,1,0,0,0,1,0,2017,7.0,Forward,PL
Manuel Lanzini,FW,69.0,0,0,0.1,0.1,0.0,1,1,0,1,2,0,0,0,0,2017,3.0,Forward,PL
Michail Antonio,FW,79.0,0,0,0.0,0.0,0.0,1,0,1,3,0,0,0,0,0,2017,0.5,Forward,PL
Manuel Lanzini,FW,90.0,0,1,0.0,0.0,0.1,0,0,0,2,6,1,3,0,0,2017,8.0,Forward,PL
Pedro,LW,45.0,0,0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,2017,1.5,Forward,PL
Willian,RW,26.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,1,0,0,2017,0.5,Forward,PL
Harry Kane,FW,90.0,2,0,1.6,1.6,0.0,8,3,1,0,0,2,0,0,0,2017,29.5,Forward,PL
Son Heung-min,LW,86.0,1,1,0.4,0.4,1.5,4,3,0,2,4,0,1,0,0,2017,23.0,Forward,PL
Christian Eriksen,RW,90.0,1,0,0.8,0.8,0.0,3,3,0,1,6,3,2,0,0,2017,19.5,Forward,PL
Xherdan Shaqiri,RW,75.0,0,0,0.2,0.2,0.0,1,1,0,1,5,0,0,0,0,2017,3.0,Forward,PL
Glenn Murray,FW,90.0,0,0,0.0,0.0,0.0,1,1,3,0,1,0,1,0,0,2017,0.5,Forward,PL
Jordan Ayew,LW,34.0,0,0,0.2,0.2,0.0,5,1,0,1,0,0,0,0,0,2017,5.0,Forward,PL
Tammy Abraham,FW,14.0,0,0,0.6,0.6,0.0,3,0,0,1,0,0,0,0,0,2017,2.5,Forward,PL
Jay Rodriguez,FW,82.0,0,0,0.1,0.1,0.0,2,1,2,2,1,1,1,0,0,2017,2.5,Forward,PL
Chris Wood,FW,90.0,0,0,0.1,0.1,0.0,2,2,0,4,2,0,0,0,0,2017,5.0,Forward,PL
Jóhann Berg Guðmundsson,RW,90.0,0,1,0.2,0.2,0.7,3,2,1,3,10,0,1,0,0,2017,10.0,Forward,PL
Troy Deeney,FW,90.0,0,0,0.1,0.1,0.0,1,0,0,2,0,0,0,0,0,2017,1.5,Forward,PL
Richarlison,LW,90.0,0,0,0.5,0.5,0.0,2,0,2,3,1,0,0,0,0,2017,0.0,Forward,PL
Andre Gray,RW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Christian Benteke,FW,90.0,0,0,1.1,0.4,0.5,3,1,6,1,0,1,0,1,0,2017,-3.5,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.2,0.2,0.4,2,0,1,7,9,0,0,1,0,2017,-1.0,Forward,PL
Callum Wilson,FW,10.0,0,0,0.1,0.1,0.0,1,0,0,0,0,1,0,0,0,2017,2.0,Forward,PL
Joshua King,FW,90.0,0,0,0.0,0.0,0.1,0,0,4,1,3,3,0,0,0,2017,-1.5,Forward,PL
Dwight Gayle,FW,90.0,1,1,0.2,0.2,0.4,4,1,1,2,0,1,1,0,0,2017,19.5,Forward,PL
Ayoze Pérez,LW,19.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0,2017,1.5,Forward,PL
Matt Ritchie,RW,64.0,0,0,0.0,0.0,0.0,1,1,0,1,5,0,3,0,0,2017,4.5,Forward,PL
Christian Atsu,RW,26.0,0,0,0.0,0.0,0.1,0,0,0,0,3,1,0,0,0,2017,1.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2017,1.5,Forward,PL
Nathan Redmond,LW,74.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,3,0,0,2017,4.5,Forward,PL
Sofiane Boufal,LW,16.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,2017,1.5,Forward,PL
James Ward-Prowse,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,0,5,1,0,0,0,2017,1.5,Forward,PL
Alexandre Lacazette,FW,72.0,0,0,0.1,0.1,0.0,2,1,1,1,0,2,0,0,0,2017,3.5,Forward,PL
Olivier Giroud,FW,18.0,1,0,0.2,0.2,0.0,1,1,0,0,0,0,0,0,0,2017,13.0,Forward,PL
Mesut Özil,RW,90.0,0,0,0.0,0.0,0.1,1,0,0,1,6,0,0,0,0,2017,1.5,Forward,PL
Danny Welbeck,RW,26.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,2017,0.0,Forward,PL
Dominic Solanke,FW,82.0,0,0,0.2,0.2,0.2,3,0,2,0,1,0,0,0,0,2017,0.5,Forward,PL
Danny Ings,FW,8.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Sadio Mané,LW,90.0,0,0,0.2,0.2,0.2,3,1,0,3,3,2,0,0,0,2017,5.0,Forward,PL
Mohamed Salah,RW,67.0,1,0,0.4,0.4,0.2,7,1,0,1,5,0,0,0,0,2017,16.0,Forward,PL
Roberto Firmino,FW,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,2017,2.0,Forward,PL
Oumar Niasse,FW,45.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,2017,0.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.0,0.0,0.0,1,0,1,2,0,0,1,0,0,2017,1.0,Forward,PL
Marcus Rashford,LW,90.0,1,0,0.4,0.4,0.0,3,2,1,1,3,0,0,1,0,2017,12.5,Forward,PL
Anthony Martial,RW,90.0,0,0,0.0,0.0,0.2,1,1,0,3,0,0,0,0,0,2017,3.0,Forward,PL
Bernardo Silva,FW,2.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2017,3.0,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.2,0.2,0.1,3,1,4,3,0,0,0,0,0,2017,0.0,Forward,PL
Chris Wood,FW,82.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2017,0.0,Forward,PL
Jeff Hendrick,FW,71.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2017,1.0,Forward,PL
Ashley Barnes,FW,19.0,1,0,0.2,0.2,0.0,3,1,1,0,0,0,0,0,0,2017,13.0,Forward,PL
Jóhann Berg Guðmundsson,RW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,8,0,3,0,0,2017,3.5,Forward,PL
Xherdan Shaqiri,RW,84.0,0,0,0.1,0.1,0.2,2,2,2,2,8,0,1,0,0,2017,3.5,Forward,PL
Michy Batshuayi,FW,21.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2017,0.0,Forward,PL
Willian,LW,90.0,1,2,0.3,0.3,0.5,2,1,0,0,4,0,1,0,0,2017,24.0,Forward,PL
Pedro,RW,90.0,1,0,0.8,0.8,0.0,4,2,0,0,3,1,1,0,0,2017,17.0,Forward,PL
Christian Benteke,FW,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,2017,-2.0,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.0,0.0,0.0,2,1,3,2,2,0,0,0,0,2017,0.5,Forward,PL
Troy Deeney,FW,80.0,0,0,0.8,0.8,0.0,1,0,1,0,0,0,0,0,0,2017,0.5,Forward,PL
Andre Gray,FW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Richarlison,LW,84.0,0,1,0.4,0.4,0.9,3,1,2,2,4,1,1,0,0,2017,8.0,Forward,PL
Kiko Femenía,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Kiko Femenía,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Kiko Femenía,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
