,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
237,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,26,1991,28,27,2330,2,0,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.0,0.02,0.00,0.02,0.02,0.02,Matches
238,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,31,1986,2,2,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
239,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,25,1992,19,17,1329,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.5,0.12,0.04,0.15,0.12,0.15,Matches
240,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,21,1995,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
241,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,24,1993,37,35,3076,30,2,2,3,5,0,0.88,0.06,0.94,0.82,0.88,26.3,24.0,2.9,0.77,0.08,0.85,0.70,0.79,Matches
242,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,26,1991,34,34,2994,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.1,0.02,0.06,0.09,0.02,0.09,Matches
243,Loris Karius\Loris-Karius,de GER,GK,Liverpool,24,1993,19,19,1710,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
244,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Watford,32,1985,15,14,1292,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,29,1988,19,8,745,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.2,0.05,0.14,0.19,0.05,0.19,Matches
246,Michael Keane\Michael-Keane,eng ENG,DF,Everton,24,1993,30,29,2560,0,1,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.4,0.04,0.02,0.06,0.04,0.06,Matches
247,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,27,1990,15,12,1195,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
248,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,21,1996,13,13,1023,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.1,2.1,2.1,0.18,0.18,0.36,0.18,0.36,Matches
249,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,20,1997,19,17,1590,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07,Matches
250,Andy King\Andy-King,wal WAL,MF,Swansea City,28,1988,11,9,715,2,1,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.0,1.0,0.1,0.13,0.01,0.14,0.13,0.14,Matches
251,Andy King\Andy-King,wal WAL,MF,Leicester City,28,1988,11,5,537,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,0.16,0.01,0.17,0.16,0.17,Matches
252,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,25,1992,33,27,2453,8,3,2,2,3,0,0.29,0.11,0.40,0.22,0.33,7.9,6.4,4.2,0.29,0.16,0.44,0.23,0.39,Matches
253,Davy Klaassen\Davy-Klaassen,nl NED,MFFW,Everton,24,1993,7,3,251,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
254,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,31,1985,19,16,1451,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
255,Anthony Knockaert\Anthony-Knockaert,fr FRA,MFFW,Brighton,25,1991,33,27,2421,3,1,0,0,4,1,0.11,0.04,0.15,0.11,0.15,3.5,3.5,2.6,0.13,0.10,0.22,0.13,0.22,Matches
256,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Arsenal,24,1993,27,25,2147,2,4,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,2.5,0.10,0.10,0.21,0.10,0.21,Matches
257,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,31,1986,17,17,1394,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,0.3,0.03,0.02,0.06,0.03,0.06,Matches
258,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,23,1994,13,11,1049,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.02,0.05,0.03,0.05,Matches
259,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,31,1985,25,25,2225,2,0,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.6,0.07,0.02,0.09,0.07,0.09,Matches
260,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,West Ham,27,1989,33,32,2799,2,3,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.4,2.4,0.9,0.08,0.03,0.11,0.08,0.11,Matches
261,Bojan Krkić\Bojan-Krkic,es ESP,MF,Stoke City,26,1990,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches
262,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,West Brom,27,1990,27,20,1641,0,2,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,1.4,0.05,0.08,0.12,0.05,0.12,Matches
263,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FWMF,Huddersfield,26,1991,33,26,2137,3,0,1,1,3,1,0.13,0.00,0.13,0.08,0.08,3.2,2.4,1.4,0.13,0.06,0.19,0.10,0.16,Matches
264,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,26,1991,32,26,2202,14,4,2,2,1,0,0.57,0.16,0.74,0.49,0.65,12.0,10.5,3.4,0.49,0.14,0.63,0.43,0.57,Matches
265,Freddie Ladapo\Freddie-Ladapo,eng ENG,FW,Crystal Palace,24,1993,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
266,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,29,1988,12,1,308,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.5,0.54,0.19,0.73,0.54,0.73,Matches
267,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,25,1992,25,7,843,2,2,0,0,4,0,0.21,0.21,0.43,0.21,0.43,3.1,3.1,1.9,0.33,0.21,0.54,0.33,0.54,Matches
268,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,24,1993,27,23,2042,5,6,0,1,4,0,0.22,0.26,0.48,0.22,0.48,3.8,3.0,3.7,0.17,0.16,0.33,0.13,0.29,Matches
269,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,23,1994,9,9,806,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
270,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,23,1993,33,32,2928,3,0,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.1,0.04,0.00,0.04,0.04,0.04,Matches
271,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,26,1991,24,24,2103,0,2,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.3,0.02,0.06,0.07,0.02,0.07,Matches
272,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,23,1993,25,20,1720,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.5,0.04,0.02,0.07,0.04,0.07,Matches
273,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Everton,30,1987,15,9,793,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matches
274,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Burnley,30,1987,14,13,1118,0,2,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,1.1,0.05,0.09,0.14,0.05,0.14,Matches
275,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,23,1994,17,13,1285,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.02,0.02,0.00,0.02,Matches
276,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,24,1992,33,20,1817,8,5,0,0,2,0,0.40,0.25,0.64,0.40,0.64,7.3,7.3,3.4,0.36,0.17,0.53,0.36,0.53,Matches
277,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,27,1989,34,30,2674,2,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,2.1,2.1,2.3,0.07,0.08,0.15,0.07,0.15,Matches
278,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,32,1985,16,1,238,1,0,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.3,0.38,0.11,0.49,0.38,0.49,Matches
279,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,30,1986,36,36,3240,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
280,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,23,1993,6,3,224,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.0,1.0,0.2,0.41,0.08,0.49,0.41,0.49,Matches
281,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,21,1996,24,21,1874,2,3,0,0,1,0,0.10,0.14,0.24,0.10,0.24,3.4,3.4,2.6,0.16,0.13,0.29,0.16,0.29,Matches
282,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,24,1992,6,2,221,1,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
283,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,26,1990,16,16,1440,1,2,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.2,1.2,0.7,0.08,0.04,0.12,0.08,0.12,Matches
284,Shane Long\Shane-Long,ie IRL,FW,Southampton,30,1987,30,15,1582,2,1,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.1,0.27,0.06,0.33,0.27,0.33,Matches
285,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,19,1997,7,1,159,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.06,0.45,0.51,0.06,0.51,Matches
286,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,28,1989,38,38,3420,0,1,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,Matches
287,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,28,1989,29,24,2127,2,1,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,1.6,0.06,0.07,0.13,0.06,0.13,Matches
288,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,28,1989,23,19,1588,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04,Matches
289,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,28,1989,26,25,2295,0,3,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.5,0.01,0.06,0.06,0.01,0.06,Matches
290,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,30,1987,10,9,840,1,0,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.0,0.06,0.01,0.06,0.06,0.06,Matches
291,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,24,1993,34,33,2867,16,7,0,1,4,0,0.50,0.22,0.72,0.50,0.72,13.9,13.2,5.2,0.44,0.16,0.60,0.41,0.58,Matches
292,Dodi Lukebakio\Dodi-Lukebakio,cd COD,MF,Watford,19,1997,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.08,0.34,0.42,0.08,0.42,Matches
293,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,18,1998,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.35,0.00,0.35,0.35,0.35,Matches
294,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,24,1993,38,38,3420,2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.6,2.6,2.2,0.07,0.06,0.13,0.07,0.13,Matches
295,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,26,1991,36,34,2950,12,10,0,0,2,0,0.37,0.31,0.67,0.37,0.67,5.2,5.2,7.7,0.16,0.24,0.39,0.16,0.39,Matches
296,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,19,1997,15,8,914,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.02,0.07,0.09,0.02,0.09,Matches
297,Scott Malone\Scott-Malone,eng ENG,DF,Huddersfield,26,1991,22,12,1119,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.5,0.06,0.04,0.10,0.06,0.10,Matches
298,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,25,1992,29,28,2190,10,7,0,0,3,1,0.41,0.29,0.70,0.41,0.70,10.4,10.4,4.9,0.42,0.20,0.63,0.42,0.63,Matches
299,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,26,1991,9,4,488,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.06,0.10,0.04,0.10,Matches
300,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Everton,26,1991,2,2,134,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
301,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,23,1994,21,20,1758,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.5,0.00,0.03,0.03,0.00,0.03,Matches
302,Solly March\Solly-March,eng ENG,MFFW,Brighton,23,1994,36,18,1851,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,1.3,1.3,2.0,0.06,0.10,0.16,0.06,0.16,Matches
303,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,30,1986,28,24,2210,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.02,0.01,0.03,0.02,0.03,Matches
304,João Mário\Joao-Mario,pt POR,FWMF,West Ham,24,1993,13,12,1022,2,1,0,0,0,0,0.18,0.09,0.26,0.18,0.26,1.8,1.8,1.3,0.16,0.11,0.27,0.16,0.27,Matches
305,Anthony Martial\Anthony-Martial,fr FRA,FWMF,Manchester Utd,21,1995,30,18,1582,9,5,1,1,1,0,0.51,0.28,0.80,0.46,0.74,6.7,6.0,5.1,0.38,0.29,0.68,0.34,0.63,Matches
306,Cuco Martina\Cuco-Martina,cw CUW,DF,Everton,27,1989,21,20,1830,0,2,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.9,0.01,0.04,0.05,0.01,0.05,Matches
307,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,Stoke City,25,1992,17,14,1243,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05,Matches
308,Arthur Masuaku\Arthur-Masuaku,cd COD,MFDF,West Ham,23,1993,27,21,1870,0,3,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.9,0.01,0.09,0.10,0.01,0.10,Matches
309,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,29,1988,28,23,1922,3,5,0,0,1,0,0.14,0.23,0.37,0.14,0.37,2.8,2.8,4.7,0.13,0.22,0.35,0.13,0.35,Matches
310,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,28,1988,36,35,3118,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.07,0.02,0.07,Matches
311,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,25,1991,25,22,1997,1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,2.3,2.3,0.5,0.10,0.02,0.13,0.10,0.13,Matches
312,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,19,1997,3,3,195,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Swansea City,23,1994,38,38,3420,2,1,0,0,3,0,0.05,0.03,0.08,0.05,0.08,2.1,2.1,0.5,0.06,0.01,0.07,0.06,0.07,Matches
314,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Stoke City,28,1989,30,26,2314,5,5,0,0,3,0,0.19,0.19,0.39,0.19,0.39,4.7,4.7,3.6,0.19,0.14,0.33,0.19,0.33,Matches
315,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,22,1994,9,7,672,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.05,0.05,0.00,0.05,Matches
316,James McArthur\James-McArthur,sco SCO,MFFW,Crystal Palace,29,1987,33,27,2431,5,1,0,0,5,0,0.19,0.04,0.22,0.19,0.22,4.5,4.5,1.2,0.17,0.04,0.21,0.17,0.21,Matches
317,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,37,1979,9,5,458,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,21,1996,11,2,276,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.5,0.5,0.6,0.15,0.19,0.34,0.15,0.34,Matches
319,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,27,1989,18,18,1620,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
320,James McCarthy\James-McCarthy,ie IRL,MF,Everton,26,1990,4,3,205,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
321,James McClean\James-McClean,ie IRL,MFFW,West Brom,28,1989,30,14,1406,1,0,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.7,1.7,1.3,0.11,0.08,0.20,0.11,0.20,Matches
322,Sam McQueen\Sam-McQueen,eng ENG,DFFW,Southampton,22,1995,7,1,148,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.01,0.30,0.32,0.01,0.32,Matches
323,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,20,1996,13,7,634,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.01,0.06,0.05,0.06,Matches
324,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,27,1989,29,29,2610,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.2,0.06,0.01,0.07,0.06,0.07,Matches
325,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,23,1994,7,4,363,0,1,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.05,0.11,0.16,0.05,0.16,Matches
326,Mikel Merino\Mikel-Merino,es ESP,MF,Newcastle Utd,21,1996,24,14,1347,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,0.5,0.5,0.6,0.03,0.04,0.08,0.03,0.08,Matches
327,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,32,1984,6,4,366,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
328,Roque Mesa\Roque-Mesa,es ESP,MF,Swansea City,28,1989,11,9,754,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05,Matches
329,Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,29,1988,19,19,1710,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,26,1991,36,35,3080,9,1,6,7,8,0,0.26,0.03,0.29,0.09,0.12,7.2,1.9,1.1,0.21,0.03,0.24,0.05,0.09,Matches
331,James Milner\James-Milner,eng ENG,MF,Liverpool,31,1986,32,16,1775,1,3,0,0,3,0,0.05,0.15,0.20,0.05,0.20,1.7,1.7,3.5,0.09,0.18,0.27,0.09,0.27,Matches
332,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,24,1993,4,3,201,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06,Matches
333,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Everton,29,1987,5,2,138,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.11,0.03,0.15,0.11,0.15,Matches
334,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Newcastle Utd,22,1994,6,0,95,1,0,0,0,0,0,0.95,0.00,0.95,0.95,0.95,1.6,1.6,0.3,1.59,0.27,1.86,1.59,1.86,Matches
335,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Manchester Utd,28,1989,15,11,922,1,5,0,0,2,0,0.10,0.49,0.59,0.10,0.59,1.0,1.0,3.4,0.09,0.33,0.42,0.09,0.42,Matches
336,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,28,1989,11,9,794,2,4,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.6,1.6,2.5,0.18,0.28,0.46,0.18,0.46,Matches
337,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,31,1986,28,26,2243,5,2,0,0,3,0,0.20,0.08,0.28,0.20,0.28,1.7,1.7,1.3,0.07,0.05,0.12,0.07,0.12,Matches
338,Aaron Mooy\Aaron-Mooy,au AUS,MF,Huddersfield,26,1990,36,34,3067,4,3,1,1,4,0,0.12,0.09,0.21,0.09,0.18,2.6,1.9,4.1,0.08,0.12,0.20,0.05,0.17,Matches
339,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,24,1992,31,24,2061,11,6,0,0,7,0,0.48,0.26,0.74,0.48,0.74,13.2,13.2,3.4,0.57,0.15,0.72,0.57,0.72,Matches
340,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,25,1992,16,14,1266,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,0.04,0.06,0.10,0.04,0.10,Matches
341,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,33,1984,32,32,2817,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,0.05,0.01,0.05,0.05,0.05,Matches
342,James Morrison\James-Morrison,sco SCO,MF,West Brom,31,1986,4,2,207,1,0,0,0,0,0,0.43,0.00,0.43,0.43,0.43,0.7,0.7,0.1,0.29,0.05,0.34,0.29,0.34,Matches
343,Victor Moses\Victor-Moses,ng NGA,MFDF,Chelsea,26,1990,28,25,2110,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.9,2.9,2.7,0.12,0.11,0.24,0.12,0.24,Matches
344,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,22,1994,28,21,1855,8,1,0,0,2,0,0.39,0.05,0.44,0.39,0.44,5.1,5.1,0.9,0.25,0.04,0.29,0.25,0.29,Matches
345,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,24,1992,6,2,210,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.3,0.07,0.12,0.19,0.07,0.19,Matches
346,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,21,1996,23,4,596,2,0,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.4,1.4,0.4,0.21,0.07,0.27,0.21,0.27,Matches
347,Jacob Murphy\Jacob-Murphy,eng ENG,FWMF,Newcastle Utd,22,1995,25,13,1148,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.8,1.8,1.2,0.14,0.09,0.23,0.14,0.23,Matches
348,Jamie Murphy\Jamie-Murphy,sco SCO,MF,Brighton,27,1989,4,1,168,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
349,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,33,1983,35,25,2192,12,0,4,6,9,0,0.49,0.00,0.49,0.33,0.33,12.1,7.5,1.1,0.49,0.04,0.54,0.31,0.35,Matches
350,Charly Musonda Jr.\Charly-Musonda-Jr,be BEL,FW,Chelsea,20,1996,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.57,1.01,1.58,0.57,1.58,Matches
351,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,25,1992,27,25,2273,3,1,0,0,6,0,0.12,0.04,0.16,0.12,0.16,1.0,1.0,1.2,0.04,0.05,0.09,0.04,0.09,Matches
352,Boaz Myhill\Boaz-Myhill,wal WAL,GK,West Brom,34,1982,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
353,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,22,1995,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,Matches
354,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MFFW,Burnley,22,1995,8,2,228,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
355,Luciano Narsingh\Luciano-Narsingh,nl NED,FWMF,Swansea City,26,1990,18,5,625,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.2,1.2,1.2,0.17,0.17,0.35,0.17,0.35,Matches
