,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
350,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,30,1988,31,29,2594,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,0.8,0.02,0.03,0.05,0.02,0.05,Matches
351,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,30,1988,24,20,1870,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,1.3,1.3,0.5,0.06,0.02,0.08,0.06,0.08,Matches
352,Stefano Okaka\Stefano-Okaka,it ITA,FW,Watford,28,1989,2,0,22,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,1.97,0.99,2.96,1.97,2.96,Matches
353,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,32,1986,21,1,269,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.3,0.3,0.3,0.09,0.11,0.20,0.09,0.20,Matches
354,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,23,1995,12,4,366,3,1,0,0,0,0,0.74,0.25,0.98,0.74,0.98,2.1,2.1,0.2,0.52,0.05,0.57,0.52,0.57,Matches
355,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,30,1988,18,14,1233,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,0.09,0.01,0.10,0.09,0.10,Matches
356,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,24,1993,2,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,1.27,0.11,1.38,1.27,1.38,Matches
357,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,29,1988,24,20,1741,5,2,0,0,2,0,0.26,0.10,0.36,0.26,0.36,1.7,1.7,5.2,0.09,0.27,0.36,0.09,0.36,Matches
358,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,23,1994,10,7,660,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.03,0.08,0.11,0.03,0.11,Matches
359,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,30,1988,25,25,2199,1,2,0,0,12,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,0.6,0.03,0.02,0.06,0.03,0.06,Matches
360,Callum Paterson\Callum-Paterson,sco SCO,FWMF,Cardiff City,23,1994,27,21,1996,5,1,1,1,4,0,0.23,0.05,0.27,0.18,0.23,5.3,4.5,2.0,0.24,0.09,0.33,0.20,0.30,Matches
361,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,30,1988,37,37,3330,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
362,Pedro\Pedro,es ESP,FW,Chelsea,31,1987,31,21,1780,8,2,0,0,2,0,0.40,0.10,0.51,0.40,0.51,6.4,6.4,2.7,0.33,0.14,0.46,0.33,0.46,Matches
363,Lee Peltier\Lee-Peltier,eng ENG,DF,Cardiff City,31,1986,20,17,1542,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
364,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,22,1996,15,6,594,1,1,0,0,5,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.7,0.04,0.11,0.15,0.04,0.15,Matches
365,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,24,1993,35,35,3125,2,6,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.6,1.6,4.4,0.05,0.13,0.17,0.05,0.17,Matches
366,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,27,1991,33,33,2824,6,1,0,0,3,0,0.19,0.03,0.22,0.19,0.22,4.9,4.9,3.3,0.15,0.10,0.26,0.15,0.26,Matches
367,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Newcastle Utd,25,1993,37,34,2929,12,2,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.7,7.7,3.3,0.24,0.10,0.34,0.24,0.34,Matches
368,Lucas Pérez\Lucas-Perez,es ESP,FW,West Ham,29,1988,15,4,466,3,0,0,0,0,0,0.58,0.00,0.58,0.58,0.58,1.7,1.7,0.9,0.33,0.17,0.50,0.33,0.50,Matches
369,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,24,1994,38,38,3420,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,25,1993,35,34,3011,13,9,7,10,6,0,0.39,0.27,0.66,0.18,0.45,14.1,6.4,5.1,0.42,0.15,0.57,0.19,0.34,Matches
371,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,25,1993,30,26,2091,2,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,3.5,3.5,2.2,0.15,0.09,0.25,0.15,0.25,Matches
372,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,31,1987,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
373,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,26,1991,30,30,2551,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.1,1.1,1.0,0.04,0.04,0.08,0.04,0.08,Matches
374,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,32,1986,6,5,383,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,0.16,0.18,0.34,0.16,0.34,Matches
375,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,32,1986,5,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.29,0.29,0.00,0.29,Matches
376,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,27,1991,2,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.20,0.20,0.00,0.20,Matches
377,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,18,1999,8,3,335,1,0,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08,Matches
378,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,24,1993,28,22,1958,0,0,0,1,4,1,0.00,0.00,0.00,0.00,0.00,1.5,0.8,2.0,0.07,0.09,0.16,0.04,0.13,Matches
379,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,27,1990,28,14,1328,4,6,0,0,0,0,0.27,0.41,0.68,0.27,0.68,3.0,3.0,2.4,0.21,0.16,0.37,0.21,0.37,Matches
380,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,17,2000,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,20,1997,33,26,2343,10,6,0,0,3,1,0.38,0.23,0.61,0.38,0.61,9.0,9.0,4.3,0.34,0.17,0.51,0.34,0.51,Matches
382,Tim Ream\Tim-Ream,us USA,DF,Fulham,30,1987,26,25,2049,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
383,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,24,1994,38,36,3278,6,4,0,0,3,0,0.16,0.11,0.27,0.16,0.27,6.3,6.3,5.3,0.17,0.15,0.32,0.17,0.32,Matches
384,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,25,1993,27,16,1422,5,2,1,1,0,0,0.32,0.13,0.44,0.25,0.38,4.4,3.6,0.9,0.28,0.06,0.34,0.23,0.29,Matches
385,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,19,1999,34,34,3004,2,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.4,0.04,0.01,0.05,0.04,0.05,Matches
386,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,27,1991,4,0,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
387,Richarlison\Richarlison,br BRA,FWMF,Everton,21,1997,35,32,2678,13,1,0,0,5,1,0.44,0.03,0.47,0.44,0.47,8.9,8.9,1.5,0.30,0.05,0.35,0.30,0.35,Matches
388,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,25,1993,12,5,607,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,0.03,0.18,0.21,0.03,0.21,Matches
389,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,24,1993,29,29,2610,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
390,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,28,1989,36,35,2941,2,8,1,2,9,0,0.06,0.24,0.31,0.03,0.28,5.0,3.4,4.5,0.15,0.14,0.29,0.11,0.24,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,24,1994,36,36,3219,0,11,0,0,4,0,0.00,0.31,0.31,0.00,0.31,1.0,1.0,6.6,0.03,0.18,0.21,0.03,0.21,Matches
392,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,28,1990,5,2,211,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.12,0.00,0.12,0.12,0.12,Matches
393,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,26,1991,31,25,2139,1,0,0,0,11,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.05,0.03,0.05,Matches
394,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,28,1989,32,30,2608,11,7,0,0,1,0,0.38,0.24,0.62,0.38,0.62,10.7,10.7,3.3,0.37,0.11,0.48,0.37,0.48,Matches
395,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,28,1990,26,20,1798,0,3,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,1.9,0.04,0.10,0.13,0.04,0.13,Matches
396,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,17,2000,2,1,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
397,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,31,1986,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,25,1993,33,33,2874,1,0,0,0,7,0,0.03,0.00,0.03,0.03,0.03,2.0,2.0,0.4,0.06,0.01,0.08,0.06,0.08,Matches
399,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,26,1992,34,34,3060,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
400,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,21,1996,2,1,48,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,28,1990,19,12,1144,2,0,0,0,7,0,0.16,0.00,0.16,0.16,0.16,1.6,1.6,0.3,0.13,0.02,0.15,0.13,0.15,Matches
402,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,16,2001,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
403,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,28,1990,27,27,2417,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,0.03,0.02,0.05,0.03,0.05,Matches
404,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,30,1988,4,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
405,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,26,1992,38,37,3262,22,8,3,3,1,0,0.61,0.22,0.83,0.52,0.74,19.3,17.0,9.2,0.53,0.25,0.79,0.47,0.72,Matches
406,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Manchester Utd,29,1988,20,9,877,1,3,0,0,3,0,0.10,0.31,0.41,0.10,0.41,1.4,1.4,3.2,0.15,0.33,0.47,0.15,0.47,Matches
407,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,32,1986,7,2,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
408,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,22,1996,23,22,1943,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
409,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,22,1996,31,21,1867,10,10,0,0,1,0,0.48,0.48,0.96,0.48,0.96,5.8,5.8,6.7,0.28,0.32,0.60,0.28,0.60,Matches
410,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,26,1991,24,22,2004,4,1,0,0,12,0,0.18,0.04,0.22,0.18,0.22,1.8,1.8,0.6,0.08,0.03,0.11,0.08,0.11,Matches
411,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,28,1990,37,37,3261,1,0,0,0,5,1,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.3,0.04,0.01,0.05,0.04,0.05,Matches
412,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,25,1992,30,18,1665,4,1,0,0,1,0,0.22,0.05,0.27,0.22,0.27,3.0,3.0,1.4,0.16,0.08,0.24,0.16,0.24,Matches
413,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,31,1986,38,38,3420,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.01,0.01,0.00,0.01,Matches
414,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,28,1989,14,10,833,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.7,0.01,0.07,0.09,0.01,0.09,Matches
415,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,27,1990,24,21,1651,6,0,0,0,2,0,0.33,0.00,0.33,0.33,0.33,3.4,3.4,1.8,0.19,0.10,0.28,0.19,0.28,Matches
416,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,24,1993,17,9,754,1,2,0,0,1,0,0.12,0.24,0.36,0.12,0.36,0.8,0.8,0.4,0.09,0.05,0.14,0.09,0.14,Matches
417,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,27,1991,32,27,2250,1,2,0,0,6,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,3.7,0.04,0.15,0.19,0.04,0.19,Matches
418,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,18,2000,35,26,2294,2,6,0,0,0,0,0.08,0.24,0.31,0.08,0.31,3.3,3.3,4.9,0.13,0.19,0.32,0.13,0.32,Matches
419,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,26,1991,24,11,1057,6,3,0,0,2,0,0.51,0.26,0.77,0.51,0.77,3.7,3.7,1.7,0.31,0.14,0.46,0.31,0.46,Matches
420,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,23,1995,29,29,2592,1,4,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1.2,1.2,3.4,0.04,0.12,0.16,0.04,0.16,Matches
421,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,26,1992,16,10,944,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,1.2,1.2,1.6,0.11,0.15,0.26,0.11,0.26,Matches
422,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,28,1989,38,36,3134,13,6,2,5,3,0,0.37,0.17,0.55,0.32,0.49,10.9,6.9,7.2,0.31,0.21,0.52,0.20,0.40,Matches
423,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,29,1989,2,1,88,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
424,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,23,1994,36,31,2853,7,7,0,0,3,0,0.22,0.22,0.44,0.22,0.44,6.3,6.3,7.3,0.20,0.23,0.43,0.20,0.43,Matches
425,David Silva\David-Silva,es ESP,MF,Manchester City,32,1986,33,28,2411,6,8,0,0,2,0,0.22,0.30,0.52,0.22,0.52,6.7,6.7,9.1,0.25,0.34,0.59,0.25,0.59,Matches
426,Xande Silva\Xande-Silva,pt POR,FW,West Ham,21,1997,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.39,0.10,0.49,0.39,0.49,Matches
427,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,31,1987,6,3,291,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,21,1997,6,4,403,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.04,0.02,0.04,Matches
429,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,21,1997,7,2,209,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.6,0.6,0.5,0.27,0.23,0.50,0.27,0.50,Matches
430,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,28,1989,29,27,2336,0,3,0,0,2,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,2.4,0.05,0.09,0.14,0.05,0.14,Matches
431,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,17,2000,8,2,216,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.05,0.03,0.05,Matches
432,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,19,1999,3,1,110,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.13,0.00,0.13,0.13,0.13,Matches
433,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,28,1989,24,24,2128,1,0,0,0,1,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.5,0.05,0.02,0.07,0.05,0.07,Matches
434,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,27,1991,25,25,2072,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,0.02,0.03,0.05,0.02,0.05,Matches
435,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,26,1992,15,13,1141,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.05,0.05,0.00,0.05,Matches
436,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,30,1987,33,25,2222,2,5,0,0,10,0,0.08,0.20,0.28,0.08,0.28,2.1,2.1,5.0,0.09,0.20,0.29,0.09,0.29,Matches
437,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,26,1991,18,16,1494,1,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08,Matches
438,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,21,1997,4,0,75,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.35,0.35,0.00,0.35,Matches
439,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,20,1997,10,2,341,0,1,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.9,0.9,0.6,0.23,0.16,0.38,0.23,0.38,Matches
440,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,28,1990,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,,Matches
441,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,22,1996,6,4,371,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
442,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,39,1979,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
443,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,28,1989,23,11,1027,2,3,1,1,1,0,0.18,0.26,0.44,0.09,0.35,3.8,3.0,2.1,0.33,0.18,0.51,0.27,0.45,Matches
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,29,1989,30,29,2486,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.8,0.01,0.03,0.04,0.01,0.04,Matches
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,24,1994,24,19,1696,1,0,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.1,0.05,0.01,0.05,0.05,0.05,Matches
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,23,1994,34,31,2777,17,9,0,0,3,0,0.55,0.29,0.84,0.55,0.84,12.5,12.5,9.1,0.40,0.30,0.70,0.40,0.70,Matches
447,John Stones\John-Stones,eng ENG,DF,Manchester City,24,1994,24,20,1762,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,Matches
448,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,28,1989,18,4,496,2,1,0,0,1,0,0.36,0.18,0.54,0.36,0.54,1.2,1.2,1.3,0.21,0.23,0.44,0.21,0.44,Matches
449,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,24,1994,4,0,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
450,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,22,1996,30,9,1037,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2.6,2.6,2.1,0.23,0.18,0.41,0.23,0.41,Matches
451,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,29,1989,18,14,1302,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,0.01,0.07,0.08,0.01,0.08,Matches
452,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,31,1986,18,16,1438,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.02,0.04,0.06,0.02,0.06,Matches
453,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,20,1998,2,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,2.69,0.46,3.15,2.69,3.15,Matches
454,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,22,1995,12,0,173,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.11,0.27,0.39,0.11,0.39,Matches
455,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,22,1995,16,13,1187,1,3,0,0,2,0,0.08,0.23,0.30,0.08,0.30,0.6,0.6,2.3,0.04,0.18,0.22,0.04,0.22,Matches
456,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,25,1992,35,35,3087,3,1,0,0,8,0,0.09,0.03,0.12,0.09,0.12,3.5,3.5,0.2,0.10,0.01,0.11,0.10,0.11,Matches
457,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,24,1993,38,35,3240,0,1,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,1.0,0.00,0.03,0.03,0.00,0.03,Matches
458,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,21,1997,13,13,1092,3,4,0,0,2,0,0.25,0.33,0.58,0.25,0.58,1.8,1.8,2.4,0.15,0.19,0.34,0.15,0.34,Matches
459,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,29,1989,29,29,2563,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.5,1.5,1.0,0.05,0.04,0.09,0.05,0.09,Matches
460,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,22,1996,34,24,2379,2,2,0,0,7,1,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1.3,0.06,0.05,0.11,0.06,0.11,Matches
461,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,27,1991,25,10,1050,3,3,0,0,3,0,0.26,0.26,0.51,0.26,0.51,4.0,4.0,0.5,0.34,0.04,0.39,0.34,0.39,Matches
462,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,27,1991,38,34,3018,6,4,0,0,1,0,0.18,0.12,0.30,0.18,0.30,5.0,5.0,5.4,0.15,0.16,0.31,0.15,0.31,Matches
463,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,22,1996,29,8,891,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,1.1,1.1,1.6,0.11,0.17,0.28,0.11,0.28,Matches
464,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,19,1999,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
465,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Tottenham,27,1990,27,26,2278,1,3,0,0,2,0,0.04,0.12,0.16,0.04,0.16,0.5,0.5,4.1,0.02,0.16,0.18,0.02,0.18,Matches
466,Antonio Valencia\Antonio-Valencia,ec ECU,DFMF,Manchester Utd,32,1985,6,5,466,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.02,0.15,0.17,0.02,0.17,Matches
467,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,19,1999,23,20,1713,2,1,0,0,4,1,0.11,0.05,0.16,0.11,0.16,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
