,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
334,Henrikh Mkhitaryan,MF,Manchester Utd,15,11,922,1,5,0,0,2,0,0.1,0.49,0.59,0.1,0.59,1.0,1.0,3.4,0.09,0.33,0.42,0.09,0.42
335,Henrikh Mkhitaryan,FW,Arsenal,11,9,794,2,4,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.6,1.6,2.5,0.18,0.28,0.46,0.18,0.46
336,Nacho Monreal,DF,Arsenal,28,26,2243,5,2,0,0,3,0,0.2,0.08,0.28,0.2,0.28,1.7,1.7,1.3,0.07,0.05,0.12,0.07,0.12
337,Aaron Mooy,MF,Huddersfield,36,34,3067,4,3,1,1,4,0,0.12,0.09,0.21,0.09,0.18,2.6,1.9,4.1,0.08,0.12,0.2,0.05,0.17
338,Álvaro Morata,FW,Chelsea,31,24,2061,11,6,0,0,7,0,0.48,0.26,0.74,0.48,0.74,13.2,13.2,3.4,0.57,0.15,0.72,0.57,0.72
339,Alberto Moreno,DF,Liverpool,16,14,1266,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,0.04,0.06,0.1,0.04,0.1
340,Wes Morgan,DF,Leicester City,32,32,2817,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,0.05,0.01,0.05,0.05,0.05
341,James Morrison,MF,West Brom,4,2,207,1,0,0,0,0,0,0.43,0.0,0.43,0.43,0.43,0.7,0.7,0.1,0.29,0.05,0.34,0.29,0.34
342,Victor Moses,MF,Chelsea,28,25,2110,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.9,2.9,2.7,0.12,0.11,0.24,0.12,0.24
343,Steve Mounié,FW,Huddersfield,28,21,1855,8,1,0,0,2,0,0.39,0.05,0.44,0.39,0.44,5.1,5.1,0.9,0.25,0.04,0.29,0.25,0.29
344,Lucas Moura,FW,Tottenham,6,2,210,0,1,0,0,0,0,0.0,0.43,0.43,0.0,0.43,0.2,0.2,0.3,0.07,0.12,0.19,0.07,0.19
345,Lys Mousset,FW,Bournemouth,23,4,596,2,0,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.4,1.4,0.4,0.21,0.07,0.27,0.21,0.27
346,Jacob Murphy,FW,Newcastle Utd,25,13,1148,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.8,1.8,1.2,0.14,0.09,0.23,0.14,0.23
347,Jamie Murphy,MF,Brighton,4,1,168,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
348,Glenn Murray,FW,Brighton,35,25,2192,12,0,4,6,9,0,0.49,0.0,0.49,0.33,0.33,12.1,7.5,1.1,0.49,0.04,0.54,0.31,0.35
349,Charly Musonda Jr.,FW,Chelsea,3,0,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.57,1.01,1.58,0.57,1.58
350,Shkodran Mustafi,DF,Arsenal,27,25,2273,3,1,0,0,6,0,0.12,0.04,0.16,0.12,0.16,1.0,1.0,1.2,0.04,0.05,0.09,0.04,0.09
352,Georges-Kévin N'Koudou,MF,Tottenham,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
353,Georges-Kévin N'Koudou,MF,Burnley,8,2,228,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.05,0.05,0.05
354,Luciano Narsingh,FW,Swansea City,18,5,625,1,0,0,0,0,0,0.14,0.0,0.14,0.14,0.14,1.2,1.2,1.2,0.17,0.17,0.35,0.17,0.35
355,Kyle Naughton,DF,Swansea City,34,34,3030,0,2,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,0.4,0.01,0.01,0.02,0.01,0.02
356,Badou Ndiaye,MF,Stoke City,13,13,1138,2,1,0,0,5,0,0.16,0.08,0.24,0.16,0.24,1.2,1.2,0.3,0.09,0.02,0.11,0.09,0.11
357,Wilfred Ndidi,MF,Leicester City,33,33,2898,0,3,0,0,8,4,0.0,0.09,0.09,0.0,0.09,1.8,1.8,0.7,0.06,0.02,0.08,0.06,0.08
358,Reiss Nelson,MF,Arsenal,3,2,145,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.02,0.09,0.07,0.09
359,Julien Ngoy,FW,Stoke City,1,0,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Oumar Niasse,FW,Everton,22,10,1087,8,2,0,0,2,0,0.66,0.17,0.83,0.66,0.83,6.5,6.5,1.9,0.54,0.16,0.7,0.54,0.7
361,Eddie Nketiah,FW,Arsenal,3,0,20,0,1,0,0,0,0,0.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
362,Lukas Nmecha,FW,Manchester City,2,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Mark Noble,MF,West Ham,29,28,2400,4,0,2,2,6,0,0.15,0.0,0.15,0.07,0.07,2.3,0.7,1.7,0.08,0.06,0.15,0.03,0.09
364,Allan Nyom,DF,West Brom,29,25,2310,0,1,0,0,7,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.1,0.0,0.04,0.05,0.0,0.05
365,Aiden O'Neill,MF,Burnley,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
366,Michael Obafemi,FW,Southampton,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,4.39,0.0,4.39,4.39,4.39
367,Pedro Obiang,MF,West Ham,21,18,1563,2,0,0,0,3,0,0.12,0.0,0.12,0.12,0.12,0.5,0.5,0.4,0.03,0.02,0.05,0.03,0.05
368,Angelo Ogbonna,DF,West Ham,32,32,2880,1,0,0,0,3,0,0.03,0.0,0.03,0.03,0.03,0.6,0.6,0.5,0.02,0.02,0.03,0.02,0.03
369,Stefano Okaka,FW,Watford,15,3,453,1,1,0,0,2,0,0.2,0.2,0.4,0.2,0.4,1.4,1.4,0.4,0.28,0.07,0.35,0.28,0.35
370,Shinji Okazaki,FW,Leicester City,27,17,1324,6,2,0,0,2,0,0.41,0.14,0.54,0.41,0.54,6.3,6.3,1.9,0.43,0.13,0.56,0.43,0.56
371,Martin Olsson,DF,Swansea City,36,36,3149,0,1,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.8,0.8,1.1,0.02,0.03,0.06,0.02,0.06
372,Divock Origi,FW,Liverpool,1,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Nicolás Otamendi,DF,Manchester City,34,33,2967,4,0,0,0,9,0,0.12,0.0,0.12,0.12,0.12,2.8,2.8,0.4,0.09,0.01,0.1,0.09,0.1
375,Reece Oxford,MF,West Ham,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Alex Oxlade-Chamberlain,MF,Arsenal,3,3,241,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.09,0.18,0.27,0.09,0.27
377,Alex Oxlade-Chamberlain,MF,Liverpool,32,14,1493,3,7,0,0,3,0,0.18,0.42,0.6,0.18,0.6,1.9,1.9,3.7,0.12,0.22,0.34,0.12,0.34
378,Mesut Özil,MF,Arsenal,26,24,2163,4,8,0,0,4,0,0.17,0.33,0.5,0.17,0.5,4.3,4.3,7.4,0.18,0.31,0.49,0.18,0.49
379,Kasey Palmer,MF,Huddersfield,4,1,170,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07
380,Emerson Palmieri,DF,Chelsea,5,3,280,0,1,0,0,0,0,0.0,0.32,0.32,0.0,0.32,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08
381,Pedro,MF,Chelsea,31,17,1523,4,2,0,0,1,0,0.24,0.12,0.35,0.24,0.35,3.8,3.8,1.3,0.22,0.08,0.3,0.22,0.3
382,Roberto Pereyra,MF,Watford,32,18,1624,5,2,0,0,3,0,0.28,0.11,0.39,0.28,0.39,3.4,3.4,2.4,0.19,0.13,0.32,0.19,0.32
383,Ayoze Pérez,MF,Newcastle Utd,36,28,2492,8,5,0,0,3,0,0.29,0.18,0.47,0.29,0.47,6.7,6.7,3.4,0.24,0.12,0.36,0.24,0.36
384,Matt Phillips,FW,West Brom,30,23,2093,2,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2.1,2.1,3.8,0.09,0.16,0.25,0.09,0.25
386,Jérémy Pied,DF,Southampton,2,2,180,0,1,0,0,0,0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,0.02,0.1,0.12,0.02,0.12
387,Erik Pieters,DF,Stoke City,31,30,2718,0,1,0,0,5,0,0.0,0.03,0.03,0.0,0.03,0.1,0.1,1.3,0.0,0.04,0.05,0.0,0.05
388,Paul Pogba,MF,Manchester Utd,27,25,2148,7,10,0,0,5,1,0.29,0.42,0.71,0.29,0.71,6.6,6.6,3.9,0.28,0.17,0.44,0.28,0.44
390,Alex Pritchard,MF,Huddersfield,14,12,998,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.5,0.15,0.22,0.37,0.15,0.37
391,Sebastian Prödl,DF,Watford,21,17,1570,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06
392,Davy Pröpper,MF,Brighton,35,35,3119,0,4,0,0,2,1,0.0,0.12,0.12,0.0,0.12,2.1,2.1,1.1,0.06,0.03,0.09,0.06,0.09
393,Marc Pugh,MF,Bournemouth,20,11,985,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.7,0.15,0.06,0.21,0.15,0.21
394,Jason Puncheon,MF,Crystal Palace,10,6,645,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.1,0.06,0.17,0.1,0.17
395,Collin Quaner,FW,Huddersfield,26,13,1280,0,4,0,0,4,0,0.0,0.28,0.28,0.0,0.28,1.3,1.3,2.7,0.09,0.19,0.28,0.09,0.28
396,Sandro Ramírez,FW,Everton,8,3,278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.21,0.0,0.21,0.21,0.21
397,Aaron Ramsey,MF,Arsenal,24,21,1846,7,8,0,0,0,0,0.34,0.39,0.73,0.34,0.73,5.9,5.9,5.0,0.29,0.25,0.53,0.29,0.53
398,Àngel Rangel,DF,Swansea City,4,2,156,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.06,0.0,0.06
399,Marcus Rashford,FW,Manchester Utd,35,17,1813,6,5,0,0,3,0,0.3,0.25,0.55,0.3,0.55,4.2,4.2,4.4,0.21,0.22,0.43,0.21,0.43
400,Nathan Redmond,FW,Southampton,31,22,1945,1,3,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.5,2.5,3.3,0.12,0.15,0.27,0.12,0.27
401,Winston Reid,DF,West Ham,17,17,1452,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03
402,Declan Rice,DF,West Ham,26,15,1430,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
403,Richarlison,FW,Watford,38,32,2823,5,4,0,0,4,0,0.16,0.13,0.29,0.16,0.29,9.8,9.8,3.2,0.31,0.1,0.41,0.31,0.41
404,Jaïro Riedewald,MF,Crystal Palace,12,4,442,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.03,0.01,0.03
405,Matt Ritchie,MF,Newcastle Utd,35,32,2804,3,5,0,0,6,0,0.1,0.16,0.26,0.1,0.26,3.1,3.1,4.8,0.1,0.15,0.25,0.1,0.25
406,Connor Roberts,MF,Swansea City,4,3,268,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Andrew Robertson,DF,Liverpool,22,22,1940,1,5,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.6,0.6,3.0,0.03,0.14,0.17,0.03,0.17
408,Hal Robson-Kanu,FW,West Brom,21,8,827,2,0,0,0,2,1,0.22,0.0,0.22,0.22,0.22,2.2,2.2,0.5,0.25,0.06,0.3,0.25,0.3
409,Jay Rodriguez,FW,West Brom,37,31,2812,7,1,1,1,2,0,0.22,0.03,0.26,0.19,0.22,8.4,7.7,1.3,0.27,0.04,0.31,0.24,0.28
410,Marcos Rojo,DF,Manchester Utd,9,8,640,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.02,0.05,0.06,0.02,0.06
412,Oriol Romeu,MF,Southampton,34,34,2897,1,0,0,0,11,0,0.03,0.0,0.03,0.03,0.03,1.9,1.9,1.2,0.06,0.04,0.09,0.06,0.09
413,Salomón Rondón,FW,West Brom,36,32,2767,7,3,0,0,4,0,0.23,0.1,0.33,0.23,0.33,6.9,6.9,1.7,0.22,0.05,0.28,0.22,0.28
414,Wayne Rooney,MF,Everton,31,27,2268,10,2,3,6,5,0,0.4,0.08,0.48,0.28,0.36,8.5,3.8,2.4,0.33,0.1,0.43,0.15,0.25
415,Danny Rose,DF,Tottenham,10,9,800,0,1,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.8,0.8,0.8,0.09,0.09,0.19,0.09,0.19
416,Liam Rosenior,DF,Brighton,3,1,164,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03
417,Wayne Routledge,MF,Swansea City,15,4,429,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.07,0.2,0.27,0.07,0.27
418,Antonio Rüdiger,DF,Chelsea,27,25,2338,2,1,0,0,4,0,0.08,0.04,0.12,0.08,0.12,2.0,2.0,0.5,0.08,0.02,0.09,0.08,0.09
420,Abdelhamid Sabiri,MF,Huddersfield,5,2,220,0,1,0,0,1,0,0.0,0.41,0.41,0.0,0.41,0.3,0.3,0.2,0.1,0.09,0.19,0.1,0.19
421,Henri Saivet,MF,Newcastle Utd,1,1,83,1,0,0,0,0,0,1.08,0.0,1.08,1.08,1.08,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
422,Diafra Sakho,FW,West Ham,14,0,306,2,0,0,0,2,0,0.59,0.0,0.59,0.59,0.59,1.5,1.5,0.0,0.47,0.01,0.49,0.47,0.49
423,Mamadou Sakho,DF,Crystal Palace,19,18,1600,1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.5,1.5,1.0,0.08,0.05,0.14,0.08,0.14
424,Bakary Sako,FW,Crystal Palace,16,4,478,3,0,0,0,0,0,0.56,0.0,0.56,0.56,0.56,1.7,1.7,1.1,0.33,0.2,0.53,0.33,0.53
425,Mohamed Salah,FW,Liverpool,36,34,2907,32,10,1,2,1,0,0.99,0.31,1.3,0.96,1.27,22.3,20.8,8.1,0.69,0.25,0.94,0.64,0.89
426,Renato Sanches,MF,Swansea City,12,9,702,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.06,0.04,0.1,0.06,0.1
427,Alexis Sánchez,FW,Arsenal,19,17,1503,8,3,1,1,4,0,0.48,0.18,0.66,0.42,0.6,6.9,6.2,5.4,0.41,0.32,0.73,0.37,0.69
428,Alexis Sánchez,FW,Manchester Utd,12,12,1043,2,3,0,1,1,0,0.17,0.26,0.43,0.17,0.43,3.5,2.6,1.9,0.3,0.16,0.47,0.22,0.39
429,Davinson Sánchez,DF,Tottenham,31,29,2534,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.03,0.0,0.04,0.03,0.04
430,Leroy Sané,FW,Manchester City,32,27,2419,10,15,0,0,4,0,0.37,0.56,0.93,0.37,0.93,4.7,4.7,7.8,0.18,0.29,0.47,0.18,0.47
431,Ezequiel Schelotto,DF,Brighton,20,15,1318,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.05,0.05,0.09,0.05,0.09
432,Christopher Schindler,DF,Huddersfield,37,37,3265,0,1,0,0,7,2,0.0,0.03,0.03,0.0,0.03,0.9,0.9,1.7,0.02,0.05,0.07,0.02,0.07
433,Jeffrey Schlupp,DF,Crystal Palace,24,21,1745,0,1,0,0,3,0,0.0,0.05,0.05,0.0,0.05,1.5,1.5,0.8,0.08,0.04,0.12,0.08,0.12
435,Morgan Schneiderlin,MF,Everton,30,24,2130,0,0,0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.01,0.01,0.0,0.01
436,Xherdan Shaqiri,FW,Stoke City,36,36,3039,8,7,0,1,5,0,0.24,0.21,0.44,0.24,0.44,5.6,4.8,6.3,0.17,0.19,0.35,0.14,0.33
437,Luke Shaw,DF,Manchester Utd,11,8,790,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08
438,Ryan Shawcross,DF,Stoke City,27,27,2371,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.1,0.11,0.0,0.11,0.11,0.11
439,Jonjo Shelvey,MF,Newcastle Utd,30,25,2270,1,3,0,0,3,3,0.04,0.12,0.16,0.04,0.16,2.1,2.1,2.3,0.08,0.09,0.17,0.08,0.17
440,Gylfi Sigurðsson,MF,Everton,27,25,2259,4,3,0,0,2,0,0.16,0.12,0.28,0.16,0.28,2.9,2.9,3.8,0.12,0.15,0.27,0.12,0.27
441,Adrien Silva,MF,Leicester City,12,9,761,0,1,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.8,0.03,0.09,0.12,0.03,0.12
442,Bernardo Silva,FW,Manchester City,35,15,1533,6,4,0,0,0,0,0.35,0.23,0.59,0.35,0.59,3.5,3.5,1.8,0.21,0.1,0.31,0.21,0.31
443,David Silva,MF,Manchester City,29,28,2430,9,11,0,0,5,0,0.33,0.41,0.74,0.33,0.74,6.6,6.6,7.1,0.24,0.26,0.5,0.24,0.5
444,Danny Simpson,DF,Leicester City,28,27,2306,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.01,0.01,0.02,0.01,0.02
445,Jack Simpson,DF,Bournemouth,1,1,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Josh Sims,FW,Southampton,6,1,163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.54,0.09,0.63,0.54,0.63
447,Jerome Sinclair,MF,Watford,4,0,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.19,0.0,0.19
448,Moussa Sissoko,MF,Tottenham,32,15,1386,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,3.0,3.0,2.2,0.19,0.14,0.33,0.19,0.33
449,Islam Slimani,FW,Newcastle Utd,4,1,132,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.23,0.23,0.0,0.23
450,Islam Slimani,FW,Leicester City,12,2,249,1,1,0,0,0,0,0.36,0.36,0.72,0.36,0.72,1.2,1.2,0.1,0.45,0.02,0.47,0.45,0.47
451,Chris Smalling,DF,Manchester Utd,29,28,2536,4,0,0,0,4,0,0.14,0.0,0.14,0.14,0.14,3.2,3.2,0.4,0.11,0.01,0.13,0.11,0.13
452,Adam Smith,DF,Bournemouth,27,22,2071,1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.5,0.5,1.0,0.02,0.04,0.07,0.02,0.07
453,Tommy Smith,DF,Huddersfield,24,21,1904,0,1,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.5,0.01,0.07,0.08,0.01,0.08
454,Cédric Soares,DF,Southampton,32,32,2794,0,3,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.7,0.7,2.9,0.02,0.09,0.12,0.02,0.12
455,Ramadan Sobhi,MF,Stoke City,24,12,1238,2,0,0,0,2,0,0.15,0.0,0.15,0.15,0.15,2.3,2.3,1.2,0.17,0.08,0.25,0.17,0.25
456,Dominic Solanke,FW,Liverpool,21,5,596,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,3.1,3.1,2.0,0.48,0.31,0.79,0.48,0.79
457,Pape Souaré,DF,Crystal Palace,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Kostas Stafylidis,DF,Stoke City,5,4,335,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03
460,Junior Stanislas,MF,Bournemouth,19,17,1286,5,2,1,1,1,0,0.35,0.14,0.49,0.28,0.42,3.6,2.8,2.4,0.25,0.17,0.41,0.2,0.36
461,Dale Stephens,MF,Brighton,36,36,3240,0,3,0,0,6,0,0.0,0.08,0.08,0.0,0.08,1.1,1.1,2.0,0.03,0.06,0.09,0.03,0.09
462,Jack Stephens,DF,Southampton,22,22,1980,2,0,0,0,6,1,0.09,0.0,0.09,0.09,0.09,1.4,1.4,0.1,0.06,0.0,0.07,0.06,0.07
463,Raheem Sterling,FW,Manchester City,33,29,2587,18,11,1,1,4,2,0.63,0.38,1.01,0.59,0.97,18.3,17.5,6.6,0.63,0.23,0.86,0.61,0.84
464,John Stones,DF,Manchester City,18,16,1302,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.1,0.0,0.1,0.1,0.1
465,Daniel Sturridge,FW,Liverpool,9,5,431,2,1,0,0,0,0,0.42,0.21,0.63,0.42,0.63,2.4,2.4,0.9,0.5,0.19,0.69,0.5,0.69
466,Daniel Sturridge,FW,West Brom,6,2,118,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.54,0.04,0.58,0.54,0.58
467,Ki Sung-yueng,MF,Swansea City,25,21,1868,2,2,0,0,2,0,0.1,0.1,0.19,0.1,0.19,0.7,0.7,1.7,0.03,0.08,0.12,0.03,0.12
468,Andrew Surman,MF,Bournemouth,25,20,1856,2,5,0,0,2,0,0.1,0.24,0.34,0.1,0.34,1.1,1.1,1.2,0.05,0.06,0.11,0.05,0.11
469,Markus Suttner,DF,Brighton,14,13,1179,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.01,0.04,0.05,0.01,0.05
470,Lasse Sørensen,MF,Stoke City,1,1,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.46,0.46,0.0,0.46
471,Alexander Sørloth,FW,Crystal Palace,4,4,360,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.13,0.12,0.25,0.13,0.25
472,Dušan Tadić,MF,Southampton,36,34,2791,6,3,1,1,4,0,0.19,0.1,0.29,0.16,0.26,4.4,3.6,6.2,0.14,0.2,0.34,0.12,0.31
473,Matt Targett,DF,Southampton,2,2,166,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.07,0.0,0.07
474,James Tarkowski,DF,Burnley,31,31,2790,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,0.03,0.03,0.05,0.03,0.05
475,Charlie Taylor,DF,Burnley,11,10,950,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.03,0.0,0.03
476,James Tomkins,DF,Crystal Palace,28,27,2387,3,0,0,0,8,0,0.11,0.0,0.11,0.11,0.11,2.3,2.3,0.2,0.09,0.01,0.1,0.09,0.1
477,Cenk Tosun,FW,Everton,14,12,986,5,0,0,0,0,0,0.46,0.0,0.46,0.46,0.46,2.4,2.4,1.1,0.22,0.1,0.32,0.22,0.32
478,Yaya Touré,MF,Manchester City,10,1,236,0,2,0,0,1,0,0.0,0.76,0.76,0.0,0.76,0.3,0.3,0.9,0.11,0.36,0.46,0.11,0.46
479,Andros Townsend,FW,Crystal Palace,36,35,3120,2,7,0,0,3,0,0.06,0.2,0.26,0.06,0.26,3.2,3.2,5.7,0.09,0.16,0.26,0.09,0.26
480,Kieran Trippier,DF,Tottenham,24,21,1914,0,5,0,0,1,0,0.0,0.24,0.24,0.0,0.24,0.2,0.2,3.0,0.01,0.14,0.15,0.01,0.15
481,Axel Tuanzebe,FW,Manchester Utd,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
482,Josh Tymon,DF,Stoke City,3,2,163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Leonardo Ulloa,FW,Leicester City,4,0,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
484,Leonardo Ulloa,FW,Brighton,10,2,267,1,0,0,0,0,0,0.34,0.0,0.34,0.34,0.34,0.4,0.4,0.2,0.14,0.07,0.21,0.14,0.21
485,Antonio Valencia,DF,Manchester Utd,31,31,2740,3,1,0,0,7,0,0.1,0.03,0.13,0.1,0.13,0.6,0.6,1.6,0.02,0.05,0.07,0.02,0.07
486,Jamie Vardy,FW,Leicester City,37,37,3247,20,1,5,6,3,0,0.55,0.03,0.58,0.42,0.44,15.6,11.0,2.4,0.43,0.07,0.5,0.3,0.37
487,Jan Vertonghen,DF,Tottenham,36,36,3203,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.2,0.03,0.03,0.06,0.03,0.06
488,Nikola Vlašić,MF,Everton,12,7,576,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.06,0.09,0.15,0.06,0.15
489,Sam Vokes,FW,Burnley,30,7,998,4,1,0,0,3,0,0.36,0.09,0.45,0.36,0.45,3.6,3.6,0.6,0.33,0.06,0.39,0.33,0.39
491,Molla Wagué,DF,Watford,6,5,438,1,0,0,0,0,0,0.21,0.0,0.21,0.21,0.21,0.6,0.6,0.0,0.13,0.0,0.13,0.13,0.13
492,Theo Walcott,FW,Everton,14,13,1152,3,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,3.0,3.0,1.6,0.23,0.12,0.36,0.23,0.36
493,Theo Walcott,MF,Arsenal,6,0,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Kyle Walker,DF,Manchester City,32,32,2785,0,6,0,0,3,2,0.0,0.19,0.19,0.0,0.19,0.7,0.7,4.7,0.02,0.15,0.17,0.02,0.17
495,Kyle Walker-Peters,DF,Tottenham,3,2,189,0,2,0,0,0,0,0.0,0.95,0.95,0.0,0.95,0.0,0.0,1.4,0.0,0.65,0.65,0.0,0.65
